timestamp,demanda_mw,hora,dia_sem,mes,dia_anio,hora_sin,hora_cos,dia_sin,dia_cos,mes_sin,mes_cos,es_finde,es_festivo
2023-01-07 04:00:00,19138.803,5,5,1,7,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 05:00:00,20074.103,6,5,1,7,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 06:00:00,21438.187,7,5,1,7,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 07:00:00,22762.855,8,5,1,7,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 08:00:00,24617.218,9,5,1,7,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 09:00:00,26110.131,10,5,1,7,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 10:00:00,26548.154,11,5,1,7,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 11:00:00,26689.346,12,5,1,7,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 12:00:00,27215.696,13,5,1,7,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 13:00:00,27364.935,14,5,1,7,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 14:00:00,26465.874,15,5,1,7,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 15:00:00,25897.93,16,5,1,7,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 16:00:00,26392.118,17,5,1,7,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 17:00:00,28041.685,18,5,1,7,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 18:00:00,28895.409,19,5,1,7,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 19:00:00,29393.538,20,5,1,7,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 20:00:00,29085.664,21,5,1,7,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 21:00:00,26880.717,22,5,1,7,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 22:00:00,24762.15,23,5,1,7,-0.2588190451025215,0.965925826289068,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0
2023-01-07 23:00:00,23117.585,0,6,1,8,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 00:00:00,21345.4,1,6,1,8,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 01:00:00,20170.423,2,6,1,8,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 02:00:00,19348.755,3,6,1,8,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 03:00:00,18934.741,4,6,1,8,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 04:00:00,18979.689,5,6,1,8,0.9659258262890684,0.2588190451025207,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 05:00:00,19333.248,6,6,1,8,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 06:00:00,20072.135,7,6,1,8,0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 07:00:00,20730.496,8,6,1,8,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 08:00:00,22587.469,9,6,1,8,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 09:00:00,24788.474,10,6,1,8,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 10:00:00,25994.43,11,6,1,8,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 11:00:00,26718.64,12,6,1,8,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 12:00:00,27620.169,13,6,1,8,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 13:00:00,27592.93,14,6,1,8,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 14:00:00,26142.835,15,6,1,8,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
2023-01-08 15:00:00,25255.078,16,6,1,8,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0
